Area;Regione;Provincia;2025_CodCom;NTN 2025 fino a 50 mq;NTN 2025 50 -| 85 mq;NTN 2025 85 -| 115 mq;NTN 2025 115 -| 145 mq;NTN 2025 oltre 145 mq;NTN_2025
Nord Ovest;Lombardia;MI;I577;43,5;245,52;212,95;97,38;85,89;685,24
Nord Est;Veneto;TV;I578;2,83;6,5;9;1;4,39;23,72
Isole;Sardegna;CA;I580;18,83;136,28;68,86;46,05;55,94;325,96
Centro;Lazio;RI;I581;0;2;3;1;3,67;9,67
Isole;Sardegna;CA;I582;1;0;1;2;2,83;6,83
Centro;Umbria;PG;I585;0;4;2;0;4;10
Nord Ovest;Lombardia;BS;I588;0;0;0;2;1;3
Sud;Calabria;CZ;I589;1;0;1;0;0;2
Sud;Calabria;CZ;I590;21;50;28,5;10,38;14;123,88
Nord Est;Veneto;BL;I592;4,78;9,52;1,5;0;4;19,8
Nord Est;Veneto;VR;I594;3;3;3;3;3;15
Nord Est;Veneto;PD;I595;1;48,84;110,64;84,58;108,34;353,4
Nord Ovest;Lombardia;BG;I597;13,17;22,5;26,16;10,16;11,12;83,11
Isole;Sardegna;SS;I598;0;0,5;1;1;1;3,5
Nord Ovest;Lombardia;PV;I599;0;0;0;0;2;2
Sud;Calabria;RC;I600;0;2;2;2,5;2;8,5
Centro;Toscana;GR;I601;3;7;8;3;1,5;22,5
Nord Ovest;Lombardia;MI;I602;25;172,13;96,27;28,83;20,04;342,27
Isole;Sardegna;OR;I605;0;2;0;6,5;8,75;17,25
Sud;Campania;AV;I606;0;0;0,5;2;2;4,5
Nord Ovest;Lombardia;BS;I607;1;6;1,8;2;7;17,8
Centro;Marche;AN;I608;71,38;192,61;154,68;104,8;70,2;593,67
Isole;Sardegna;OR;I609;0;0;0;0;3;3
Sud;Basilicata;PZ;I610;13,5;24,5;8;3,67;5;54,67
Nord Ovest;Lombardia;CO;I611;0;9;6,5;3;4,92;23,42
Nord Ovest;Lombardia;LO;I612;1;11;13;5;9,11;39,11
Isole;Sardegna;OR;I613;0;0;1;1;0;2
Isole;Sardegna;SS;I614;4;9;7;5,57;12;37,57
Isole;Sardegna;CA;I615;1;7,62;11,98;3;15,44;39,04
Sud;Molise;CB;I618;0;2,66;6,33;1;6,5;16,49
Nord Est;Friuli- Venezia Giulia;PN;I621;0;1,5;4;7;17;29,5
Centro;Toscana;LU;I622;14;51,42;50;29,67;28,33;173,42
Isole;Sardegna;CA;I624;0;1;3;2;10,83;16,83
Nord Ovest;Lombardia;MI;I625;73,02;271,9;220,67;95,17;81,21;741,97
Nord Est;Veneto;BL;I626;2;4;9;5,4;9;29,4
Nord Ovest;Lombardia;CR;I627;1;17,67;15,67;8,93;4,5;47,77
Nord Ovest;Lombardia;BG;I628;39,53;144,57;138,03;41,5;39,08;402,71
Nord Ovest;Lombardia;BG;I629;8,87;55,41;9,84;17,54;5,5;97,16
Sud;Campania;AV;I630;2;4,33;9,5;8;7,44;31,27
Nord Ovest;Lombardia;BS;I631;3;12,75;11;9,5;15,08;51,33
Nord Ovest;Lombardia;MN;I632;4;17;26,33;26,58;47,84;121,75
Nord Ovest;Lombardia;BS;I633;64,5;116,68;48,67;14;17,11;260,96
Centro;Lazio;LT;I634;4;29;21;18,5;16,33;88,83
Nord Est;Veneto;TV;I635;7,19;12,5;6,83;12,33;30,28;69,13
Nord Ovest;Lombardia;SO;I636;0;1;1;0,83;1;3,83
Nord Ovest;Piemonte;AT;I637;0;1;0;0,5;1;2,5
Sud;Calabria;VV;I639;14;18;14,25;9,5;13,3;69,05
Nord Ovest;Liguria;GE;I640;5;32;34,62;10,5;13;95,12
Sud;Puglia;FG;I641;13;19;11,75;10;7,5;61,25
Sud;Calabria;CS;I642;0;1;0;1;1;3
Centro;Marche;AN;I643;0;7;8,72;8;8,67;32,39
Isole;Sicilia;CL;I644;15;13;12,5;9,5;7;57
Nord Ovest;Piemonte;AL;I645;0;0;0;0;5,5;5,5
Nord Ovest;Piemonte;CN;I646;0;1;1;0;2;4
Isole;Sardegna;CA;I647;4,75;8,17;14,34;13,51;26,67;67,44
Sud;Campania;SA;I648;0;1;0;0;1;2
Sud;Abruzzo;PE;I649;7;0;0;3,5;3;13,5
Centro;Marche;MC;I651;0;4;2;1;2;9
Sud;Campania;NA;I652;3,89;2;3,67;0,8;6,75;17,11
Centro;Marche;AN;I653;0,68;7,95;10,5;7;10,03;36,16
Centro;Marche;PS;I654;0;0;3;0;4;7
Sud;Calabria;CZ;I655;1;2;2,11;3;2;10,11
Sud;Calabria;RC;I656;0;2,8;0;0;1;3,8
Nord Ovest;Piemonte;AL;I657;2;40;55;19;21;137
Nord Ovest;Piemonte;CN;I659;0;3;1;1;8;13
Centro;Toscana;PT;I660;4;24;29,5;25,47;36,5;119,47
Centro;Marche;MC;I661;3,5;7,48;4;4;3;21,98
Nord Ovest;Lombardia;MN;I662;0;0;0;5;7;12
Nord Ovest;Piemonte;VC;I663;1;15;12;4,5;16;48,5
Sud;Campania;SA;I666;0;3;4;4;5,22;16,22
Isole;Sardegna;CA;I667;0;0;1;3;18,95;22,95
Isole;Sardegna;NU;I668;0;0;0;1;4;5
Centro;Lazio;FR;I669;3;6;21;11,44;6,83;48,27
Sud;Calabria;CZ;I671;2,5;7;6,58;0;2;18,08
Nord Est;Veneto;BL;I673;4;5;4,78;4,5;4;22,28
Sud;Campania;CE;I676;44,08;137,21;100,56;82,64;76,23;440,72
Sud;Campania;SA;I677;2;2;0;4;1;9
Nord Ovest;Piemonte;AT;I678;0;4;0;0;1;5
Sud;Molise;IS;I679;1;1;1;4;0;7
Centro;Toscana;AR;I681;0,21;8,67;5,67;3,83;2,5;20,88
Sud;Molise;IS;I682;1;0;1,5;2;2,25;6,75
Nord Ovest;Lombardia;CR;I683;0;1,67;8,5;5,5;13;28,67
Centro;Toscana;FI;I684;26,76;141,42;202,7;89,18;59,59;519,65
Nord Est;Friuli- Venezia Giulia;PN;I686;0;11;11;9;27,17;58,17
Nord Ovest;Lombardia;VA;I688;16;68,17;57,5;41;41,5;224,17
Nord Est;Emilia-Romagna;MO;I689;19,87;56,1;19;11;10;115,97
Nord Ovest;Lombardia;MI;I690;263,04;782,36;358,32;101,75;34,17;1539,64
Nord Ovest;Piemonte;TO;I692;113,84;56;13,02;4,02;3;189,88
Nord Ovest;Liguria;GE;I693;40,88;100,65;81,33;34,63;12,5;269,99
Isole;Sardegna;CA;I695;12;109;40,36;22;32,75;216,11
Nord Ovest;Lombardia;MI;I696;5;30,83;26,5;14,14;14,33;90,8
Centro;Lazio;FR;I697;1;0;0;0;0;1
Nord Ovest;Piemonte;AT;I698;1;0;3;2;2;8
Isole;Sardegna;CA;I699;1;23,5;16,25;8,5;21,16;70,41
Nord Ovest;Lombardia;MI;I700;15,83;158,27;101,86;42,33;22,2;340,49
Nord Ovest;Piemonte;TO;I701;0;0;0;2;5;7
Nord Ovest;Piemonte;TO;I702;1;3;4;4,98;6,92;19,9
Nord Ovest;Piemonte;TO;I703;30,5;293,79;267,02;65,88;48,11;705,3
Sud;Calabria;CZ;I704;2;11,5;8,5;8;4,5;34,5
Isole;Sardegna;CA;I705;1,6;0;0;0;0,8;2,4
Isole;Sardegna;NU;I706;0,5;2,05;4,6;2,84;2;11,99
Isole;Sardegna;NU;I707;0;2;3;2;4;11
Nord Ovest;Lombardia;MI;I709;37,5;173,49;139;61,33;42,5;453,82
Nord Ovest;Piemonte;AL;I711;0;3;2;1;13;19
Centro;Lazio;LT;I712;19,49;34,5;32,34;35,55;40,05;161,93
Centro;Lazio;FR;I716;8,26;12,3;8,13;2;2;32,69
Isole;Sardegna;OR;I717;0;0;0;0;1;1
Isole;Sardegna;OR;I718;0;0;0;2;1;3
Sud;Campania;SA;I720;6,25;8,42;8,8;11;10,75;45,22
Isole;Sardegna;OR;I721;0;0;2;0;1;3
Isole;Sicilia;AG;I723;17,2;17,78;12,44;10,5;5;62,92
Isole;Sardegna;CA;I724;0;0;0;0;0;0
Sud;Calabria;RC;I725;9;26;37;20,5;26,3;118,8
Centro;Toscana;SI;I726;48,09;212,63;222,28;130,4;111,37;724,77
Centro;Umbria;PG;I727;1,87;2;7,67;1,87;4,67;18,08
Centro;Toscana;FI;I728;11;83;67,86;27,5;26,02;215,38
Isole;Sardegna;NU;I730;0;0;0;0;5,85;5,85
Isole;Sardegna;SS;I732;0;1,5;1;1,5;3;7
Isole;Sardegna;CA;I734;0;1,13;2,87;4,42;5,25;13,67
Isole;Sardegna;CA;I735;0;1;0;1;4,25;6,25
Nord Ovest;Piemonte;NO;I736;1;2;1;1;4;9
Nord Ovest;Piemonte;AL;I738;0;4;3,17;4,5;1,75;13,42
Nord Ovest;Lombardia;PV;I739;0;0;0;0;5;5
Sud;Abruzzo;TE;I741;66,67;128,23;90,99;32,44;20,17;338,5
Isole;Sardegna;OR;I742;0;0;1;1;1;3
Isole;Sardegna;OR;I743;1;2;1;3,5;5,16;12,66
Sud;Calabria;VV;I744;1;3,33;0;1;0;5,33
Sud;Calabria;CZ;I745;17,67;47,5;19;8,5;4;96,67
Isole;Sicilia;ME;I747;0;4;3;3;3;13
Isole;Sardegna;NU;I748;0;1;5;2;1;9
Isole;Sardegna;OR;I749;0;1;0;0;0;1
Nord Ovest;Piemonte;CN;I750;0;0,5;0;2;2;4,5
Isole;Sardegna;NU;I751;10,25;47,89;37,37;15,01;17;127,52
Isole;Sardegna;CA;I752;7,75;67,55;54,92;32,22;39,42;201,86
Sud;Calabria;RC;I753;0;1;0;0;0;1
Isole;Sicilia;SR;I754;155,12;373;382,71;372,91;365,89;1649,63
Sud;Campania;AV;I756;1;6;13;7;11;38
Isole;Sardegna;OR;I757;0;0;0;1;1;2
Centro;Marche;AN;I758;14;43,5;11,87;13,66;6;89,03
Nord Ovest;Lombardia;LC;I759;7,5;6;12;1;4;30,5
Nord Ovest;Lombardia;LC;I761;1,75;6,54;10;6,5;6;30,79
Isole;Sardegna;CA;I765;1;0;1;0;1;3
Nord Ovest;Piemonte;NO;I767;0;2;2,5;0;1,5;6
Centro;Marche;AP;I774;0;0;0,83;0;2,5;3,33
Nord Est;Veneto;VR;I775;3;23,56;29,67;22,83;17,55;96,61
Nord Est;Friuli- Venezia Giulia;UD;I777;0;0;0;2;6,15;8,15
Isole;Sardegna;OR;I778;0;0;0;0;0;0
Nord Est;Emilia-Romagna;FO;I779;0;7;11,33;8;15,5;41,83
Sud;Puglia;LE;I780;0;2,33;8,83;8,33;18,31;37,8
Nord Ovest;Piemonte;AT;I781;0;0;0;0;2,25;2,25
Nord Ovest;Lombardia;BS;I782;12;16;12,03;7;14,25;61,28
Nord Est;Veneto;VI;I783;0;7,67;5;7;12,14;31,81
Isole;Sicilia;SR;I785;1;11,36;12,5;7;8;39,86
Nord Ovest;Lombardia;MI;I786;7;94,67;71;15,25;24,44;212,36
Nord Est;Emilia-Romagna;RA;I787;2;11,5;8,83;5,67;24,67;52,67
Nord Ovest;Lombardia;CR;I790;0;4;0;3;7;14
Isole;Sardegna;OR;I791;0;2;10;0,5;4;16,5
Nord Ovest;Lombardia;VA;I793;4;21;25,5;5;15,5;71
Nord Ovest;Lombardia;VA;I794;3;31,17;37;4;14;89,17
Nord Ovest;Liguria;IM;I796;1;5;2;2;3;13
Isole;Sardegna;CA;I797;0;1;2;5;4,4;12,4
Nord Ovest;Piemonte;AL;I798;1;4;1;3;5,5;14,5
Nord Est;Veneto;PD;I799;3;18,5;23,55;13;36,06;94,11
Sud;Puglia;LE;I800;2;4;7;8;18,83;39,83
Nord Ovest;Lombardia;MN;I801;0;8;9,08;5;18,79;40,87
Nord Est;Emilia-Romagna;MO;I802;8;53;65,42;30,83;28,95;186,2
Nord Est;Emilia-Romagna;PR;I803;0;6;13;4;7,85;30,85
Sud;Abruzzo;AQ;I804;11;51,25;62,72;57;43,17;225,14
Sud;Campania;AV;I805;4;5,07;15,25;23,04;20;67,36
Nord Ovest;Piemonte;AL;I808;0;1;1;0;8,33;10,33
Sud;Campania;BN;I809;1;1;1;2;8,7;13,7
Nord Ovest;Lombardia;BG;I812;5,16;16;10,5;9,67;9,56;50,89
Nord Ovest;Lombardia;BG;I813;0;9,5;9,66;3;0,5;22,66
Nord Ovest;Lombardia;LO;I815;1;9;20;9,93;18,17;58,1
Nord Ovest;Piemonte;CN;I817;0;0;0;1;1;2
Nord Ovest;Lombardia;VA;I819;29;103,5;70,72;40,1;63,48;306,8
Sud;Campania;NA;I820;15,5;23;39,88;45,7;24,38;148,46
Nord Est;Veneto;VR;I821;1;39;53,5;25;44,96;163,46
Nord Ovest;Piemonte;CN;I822;1;12;21;9,67;33;76,67
Nord Ovest;Piemonte;CN;I823;2;3;12;4;21;42
Isole;Sicilia;CL;I824;7,71;18,16;16,5;13,22;16,66;72,25
Nord Ovest;Lombardia;PV;I825;0;3,5;1;2;6;12,5
Nord Est;Veneto;VR;I826;17,67;53,94;51,83;27,8;51,96;203,2
Nord Ovest;Lombardia;CR;I827;7;20;24;20,5;27;98,5
Nord Ovest;Lombardia;SO;I828;18;16,4;16,33;8,38;2,25;61,36
Nord Ovest;Lombardia;SO;I829;48,79;107,47;95,09;52,88;32,31;336,54
Nord Ovest;Lombardia;BG;I830;12;14,5;4;2,75;6,17;39,42
Nord Ovest;Lombardia;BS;I831;2;3;6;2,67;2,5;16,17
Centro;Lazio;LT;I832;8;11,5;24;7;12,5;63
Centro;Lazio;FR;I838;6;20,9;34,65;34,38;57,35;153,28
Nord Est;Emilia-Romagna;PR;I840;0;5;26,5;12,5;24,5;68,5
Centro;Toscana;GR;I841;5;16,61;7,67;8;8,64;45,92
Sud;Campania;AV;I843;0;0;2;1;0;3
Sud;Calabria;CZ;I844;3;3;2;0;0;8
Nord Ovest;Piemonte;BI;I847;0;2;5,25;1;10,42;18,67
Nord Ovest;Lombardia;LO;I848;5;37;12;3,5;6;63,5
Nord Ovest;Lombardia;CR;I849;5;54,66;44;31;44,67;179,33
Nord Est;Veneto;VR;I850;0;1;8,8;3,5;18,17;31,47
Isole;Sardegna;NU;I851;0;2;5;2;4,5;13,5
Nord Ovest;Liguria;GE;I852;6;23,5;16,01;11;6;62,51
Sud;Calabria;VV;I853;0;0;1,3;2;1;4,3
Sud;Calabria;VV;I854;3;0;1;5;3;12
Centro;Lazio;VT;I855;14,89;42;38,81;17,41;29,33;142,44
Nord Ovest;Lombardia;CO;I856;3;11,4;1;1;4,67;21,07
Nord Ovest;Piemonte;NO;I857;0;2;0;2;6;10
Nord Ovest;Lombardia;BG;I858;8;29;29,95;24;16;106,95
Nord Ovest;Lombardia;CO;I860;8,5;19,5;4,5;2;2,5;37
Isole;Sardegna;OR;I861;3;0;1;2;2,28;8,28
Sud;Campania;NA;I862;9,02;24,33;26,58;23,36;23,38;106,67
Isole;Sardegna;SS;I863;22;75,89;45,83;25,89;30,51;200,12
Isole;Sicilia;SR;I864;4;12,3;14;14;7;51,3
Nord Ovest;Lombardia;CR;I865;1;6,5;6,5;1;10,38;25,38
Nord Est;Veneto;BL;I866;7;6;6,67;10,75;23,99;54,41
Nord Est;Veneto;VI;I867;1;4;10;11;20,56;46,56
Nord Ovest;Piemonte;BI;I868;4;1,33;1,33;2;4;12,66
Nord Ovest;Lombardia;BG;I869;0;13,33;20,83;11,5;16;61,66
Sud;Calabria;CZ;I872;12,13;30,85;25,75;20,11;10,74;99,58
Nord Ovest;Lombardia;BG;I873;8;18;27,75;10,75;13,55;78,05
Sud;Calabria;CZ;I874;0;0;2,5;3,35;6,25;12,1
Sud;Calabria;CZ;I875;0;4;0;1;1;6
Nord Est;Veneto;BL;I876;2;0;0;2;3;7
Centro;Toscana;SI;I877;8,51;40,17;26,5;17;16,9;109,08
Nord Ovest;Lombardia;MI;I878;14;52,5;37,83;15;16,5;135,83
Nord Ovest;Piemonte;NO;I880;1;3;5;2;2,5;13,5
Isole;Sicilia;ME;I881;5,83;18,25;17,5;11;5;57,58
Sud;Calabria;VV;I884;1;1;1;0;3,2;6,2
Sud;Campania;CE;I885;6;3;7,33;17,33;30,5;64,16
Nord Ovest;Piemonte;TO;I886;7;8;12;5;3,5;35,5
Sud;Puglia;LE;I887;6,29;11;10,75;4;6,11;38,15
Centro;Umbria;PG;I888;3;9,94;18,17;14,67;21,39;67,17
Isole;Sicilia;EN;I891;2;1;4;1;1;9
Centro;Lazio;LT;I892;10,67;18,08;11,1;6,67;6,25;52,77
Sud;Campania;AV;I893;0;7;7;9;12,67;35,67
Nord Ovest;Lombardia;PV;I894;0;4;1,75;4,41;4;14,16
Sud;Calabria;CS;I895;3;3,89;5;7,25;9,97;29,11
Sud;Calabria;CS;I896;17,67;67,75;18,25;11,5;7;122,17
Nord Ovest;Piemonte;AL;I901;0;0;7;3,83;5;15,83
Centro;Lazio;LT;I902;0;2;3;2,94;9;16,94
Nord Est;Emilia-Romagna;MO;I903;8;44;47,88;28,15;23,83;151,86
Nord Est;Friuli- Venezia Giulia;PN;I904;3;24;37,83;29,31;43,75;137,89
Sud;Calabria;VV;I905;1;5;0;0;0;6
Nord Ovest;Lombardia;CR;I906;1;8;8;4,5;11;32,5
Sud;Puglia;BA;I907;18,5;12,12;8;17,5;12,12;68,24
Nord Est;Veneto;VE;I908;9,67;91,34;124,25;75,09;75,92;376,27
Nord Ovest;Lombardia;CR;I909;0;1;1;1;2;5
Sud;Molise;CB;I910;0,5;1,67;1,17;0;1,67;5,01
Nord Ovest;Piemonte;AL;I911;0;0;0;0;4;4
Centro;Marche;AP;I912;22;22;31;14,67;17,58;107,25
Nord Ovest;Lombardia;CR;I914;5;25,5;40,03;19,05;17;106,58
Nord Ovest;Lombardia;BG;I916;1;7;4;3;2;17
Sud;Basilicata;PZ;I917;2;7;2;0,5;3,22;14,72
Nord Ovest;Lombardia;BG;I919;2;26,25;21,5;11,63;6,5;67,88
Centro;Umbria;PG;I921;35,17;105,58;114,52;96,95;105,31;457,53
Sud;Abruzzo;PE;I922;7,19;46,58;50,03;32,39;43,88;180,07
Sud;Puglia;LE;I923;1;2;4,94;4,71;4;16,65
Nord Ovest;Liguria;SV;I926;16,5;58,5;25,84;7;3,67;111,51
Nord Est;Veneto;TV;I927;8,25;58,5;47;27,76;33,6;175,11
Nord Ovest;Lombardia;SO;I928;1;1;0;0;0;2
Sud;Calabria;CZ;I929;4;6,17;13,5;5,17;5;33,84
Sud;Puglia;LE;I930;4;22,47;33,83;23,17;36,97;120,44
Centro;Marche;AN;I932;3;8,75;8;4;9;32,75
Nord Ovest;Lombardia;CR;I935;0;1;2;4;3,33;10,33
Sud;Calabria;RC;I936;0;0;0;0;0;0
Sud;Calabria;CZ;I937;17;24,09;11,22;6;7;65,31
Nord Est;Veneto;PD;I938;0;8;11,86;9;18,5;47,36
Nord Ovest;Piemonte;AL;I941;0;9;11;3;16;39
Centro;Toscana;LU;I942;8,5;10,31;14,58;10,41;16,34;60,14
Nord Ovest;Lombardia;CO;I943;1,5;7,5;2;0;2;13
Sud;Calabria;VV;I945;2;2;3;3;7;17
Nord Ovest;Liguria;SV;I946;5;14,14;19;4;18,5;60,64
Nord Ovest;Liguria;SV;I947;1,5;6,33;1,17;3;2;14
Sud;Puglia;LE;I950;3,01;3,86;5,2;6;3;21,07
Nord Ovest;Lombardia;BG;I951;14;65,8;70;41,83;34,5;226,13
Nord Est;Veneto;RO;I953;2;11;8,33;5;16,5;42,83
Sud;Basilicata;MT;I954;4;9,16;14,5;7,63;4;39,29
Sud;Calabria;RC;I955;2;7;3;1;0;13
Sud;Calabria;RC;I956;2;3,75;1;2,67;2;11,42
Centro;Lazio;RI;I959;6;15;9;6;1,92;37,92
Sud;Campania;SA;I960;2;0;0;0;0;2
Sud;Puglia;FG;I962;7;15,76;15,5;11,8;4;54,06
Sud;Puglia;FG;I963;4;7;12;14,67;4;41,67
Nord Est;Veneto;VE;I965;1;33,17;37,33;34,26;31,03;136,79
Nord Ovest;Lombardia;PV;I968;13,33;64,83;67;21;31,5;197,66
Nord Ovest;Piemonte;TO;I969;0;1;1;0,5;0;2,5
Nord Ovest;Piemonte;TO;I970;3,22;23,5;30,28;11,5;28,5;97
Centro;Lazio;FR;I973;0;0;0;3,5;9,89;13,39
Nord Est;Friuli- Venezia Giulia;UD;I974;0;3;1;0;7;11
Nord Ovest;Piemonte;VB;I976;11,47;59,21;21,2;9,5;25,8;127,18
Nord Ovest;Piemonte;AL;I977;2;5;13,5;2;22;44,5
Sud;Campania;NA;I978;1;6,56;8,03;12;16,57;44,16
Nord Ovest;Piemonte;BI;I980;3;6;4;3;10;26
Centro;Umbria;TR;I981;5,83;12,54;11,15;13,07;16,82;59,41
Sud;Calabria;KR;I982;11,25;43;13,58;10,25;5,66;83,74
Nord Ovest;Piemonte;VC;I984;3;1;5;5;9;23
Nord Ovest;Piemonte;CN;I985;2;3,5;1;2;2;10,5
Nord Ovest;Lombardia;BG;I986;1;4;3;4;1;13
Sud;Campania;AV;I990;0;2;3,67;2;6,67;14,34
Centro;Toscana;AR;I991;2;16,5;21;12;11,5;63
Centro;Lazio;RM;I992;39,34;58,67;29,5;12;19,17;158,68
Sud;Campania;CE;I993;3;7,79;23,27;16,49;16,85;67,4
Nord Ovest;Lombardia;LC;I994;1,5;3;3;0;1;8,5
Isole;Sardegna;CA;I995;0;3;2;1;5;11
Nord Ovest;Lombardia;LC;I996;0;4;0;1;0;5
Nord Ovest;Lombardia;BG;I997;2,5;15,5;28;15,91;8,25;70,16
Nord Ovest;Lombardia;MI;I998;11;43,78;33,33;10,5;5,5;104,11
Nord Ovest;Lombardia;BS;L002;7;8;11,52;10;3;39,52
Nord Ovest;Lombardia;VA;L003;3;16;22,34;10,57;20,24;72,15
Sud;Campania;AV;L004;1,2;1;4,51;1;6,5;14,21
Isole;Sardegna;NU;L006;0;2;0;1;8;11
Nord Ovest;Piemonte;NO;L007;0;4;4;1,5;13,13;22,63
Sud;Puglia;LE;L008;4;13;3;8,44;7;35,44
Centro;Lazio;FR;L009;2,25;7;6,5;2;6;23,75
Sud;Puglia;LE;L010;1;0;2;0;2;5
Sud;Puglia;LE;L011;1;25;27,89;31,97;35,47;121,33
Nord Ovest;Piemonte;TO;L013;10;33;30,5;13;13,5;100
Nord Est;Veneto;TV;L014;3;36;30,05;19;28,11;116,16
Nord Ovest;Lombardia;MN;L015;1;2;4;9;16,1;32,1
Isole;Sicilia;CL;L016;9;8;6;3;0,75;26,75
Centro;Lazio;VT;L017;5;43,27;31,5;22,11;28,33;130,21
Nord Est;Friuli- Venezia Giulia;UD;L018;3;4;2;3;11,75;23,75
Centro;Toscana;LI;L019;4;23;13;8,5;8,5;57
Nord Ovest;Lombardia;MN;L020;2;59,75;67,36;49,17;81;259,28
Nord Ovest;Lombardia;LC;L022;2,03;6,34;2;1;3;14,37
Isole;Sardegna;OR;L023;0;0;0;1;1;2
Nord Ovest;Liguria;IM;L024;36,89;101,72;56,17;19;6;219,78
Sud;Abruzzo;AQ;L025;28;65,92;40,33;19,4;25,42;179,07
Nord Est;Veneto;RO;L026;3;15;22,34;16,17;17,89;74,4
Nord Ovest;Piemonte;AL;L027;0;0;20,5;3;6;29,5
Nord Est;Veneto;BL;L030;0,75;3;3,75;1;1,83;10,33
Nord Ovest;Lombardia;VA;L032;1,5;24,67;15,5;10,17;19;70,84
Nord Est;Emilia-Romagna;RN;L034;0;1;5;3;3;12
Nord Ovest;Lombardia;SO;L035;1;10,92;10;8;8,5;38,42
Isole;Sardegna;NU;L036;0;0;0;0;0,92;0,92
Nord Ovest;Lombardia;BG;L037;7,5;15,5;1,25;0;4;28,25
Centro;Toscana;AR;L038;0;4;4;1;5,67;14,67
Nord Est;Friuli- Venezia Giulia;UD;L039;2;4;7;6;29,39;48,39
Nord Est;Veneto;BL;L040;6;25,17;12,25;7,34;8,34;59,1
Isole;Sicilia;ME;L042;33,5;51,67;40,84;20,22;24,17;170,4
Centro;Lazio;RI;L046;1;3;3;2;3;12
Sud;Abruzzo;CH;L047;0;1;1;2;2;6
Nord Ovest;Piemonte;CN;L048;0;5;3;4,5;8;20,5
Sud;Puglia;TA;L049;203,66;603,3;702,13;554,12;285,98;2349,19
Nord Est;Friuli- Venezia Giulia;UD;L050;4;24,17;32;20,5;55;135,67
Sud;Calabria;CS;L055;0;2;1;1;4;8
Nord Ovest;Lombardia;SO;L056;1;2,83;3;0;2;8,83
Nord Est;Veneto;TV;L058;1;9;6,8;5,5;16,67;38,97
Nord Ovest;Piemonte;AL;L059;2;5;4;2;8;21
Sud;Campania;AV;L061;2;2;0;0;1;5
Sud;Campania;AV;L062;1;3;3,5;2;8,75;18,25
Sud;Calabria;RC;L063;16,5;12;17,47;12;19,67;77,64
Sud;Puglia;LE;L064;10;11,94;9,75;11,72;22,17;65,58
Nord Est;Friuli- Venezia Giulia;UD;L065;7;40;66,5;43;37,97;194,47
Nord Ovest;Piemonte;TO;L066;0;0;2;1;1;4
Sud;Molise;CB;L069;1;2;5;0;3;11
Sud;Calabria;CZ;L070;18;19;8,9;4;6;55,9
Nord Ovest;Lombardia;CO;L071;2;29,75;32;11,33;14,5;89,58
Nord Ovest;Lombardia;BG;L073;4;9,33;4;7,5;2,33;27,16
Sud;Puglia;LE;L074;11;45,67;30,5;18;31,7;136,87
Nord Ovest;Piemonte;BI;L075;1;3,5;2;3,5;6;16
Centro;Marche;PS;L078;1;5;1,5;4;3;14,5
Centro;Marche;PS;L081;4;34;25,5;12,25;17,08;92,83
Sud;Basilicata;PZ;L082;0;0;0;0;1;1
Sud;Campania;CE;L083;5,3;10;10,17;17,15;22,69;65,31
Nord Ovest;Lombardia;SO;L084;15,1;22,27;15;7,67;7,25;67,29
Nord Est;Veneto;VE;L085;0;6;6;3;14,5;29,5
Sud;Campania;BN;L086;2;9;18,3;49,5;32;110,8
Nord Ovest;Lombardia;BG;L087;1;6,5;21,67;15,36;5;49,53
Isole;Sardegna;SS;L088;1;8;7;7;6;29
Isole;Sardegna;SS;L093;13;45,4;37,91;27;18,75;142,06
Nord Ovest;Lombardia;BS;L094;19,39;48,5;8;1;3;79,89
Nord Est;Veneto;PD;L100;1;11;15,03;13,09;39;79,12
Sud;Campania;AV;L102;0;4,5;2;3;3,5;13
Sud;Abruzzo;TE;L103;20,7;78;130,43;128,86;110,2;468,19
Nord Ovest;Piemonte;NO;L104;0;1;1;1;8;11
Centro;Lazio;FR;L105;0,33;1;3;1;0,67;6
Sud;Puglia;BA;L109;40,33;115,74;136,95;61,42;17;371,44
Isole;Sicilia;PA;L112;35,5;64,83;70,6;59,97;46,08;276,98
Sud;Molise;CB;L113;61,28;132,91;160,86;99,86;58,48;513,39
Nord Ovest;Lombardia;VA;L115;1;8,05;11;3,5;9,5;33,05
Nord Ovest;Piemonte;BI;L116;0;0;0;0;1;1
Centro;Umbria;TR;L117;116,46;382,22;488,06;268,55;233,37;1488,66
Nord Ovest;Lombardia;BG;L118;4;36,06;45,95;11,81;14,09;111,91
Centro;Lazio;LT;L120;51,73;191,38;156,54;69,62;75,28;544,55
Isole;Sardegna;OR;L122;1;7;9;17,67;24,35;59,02
Centro;Toscana;AR;L123;9;32,5;37,16;25,67;34,08;138,41
Sud;Calabria;CS;L124;1;3;3,5;8;3;18,5
Nord Ovest;Lombardia;LO;L125;0;1;3,17;3,74;7;14,91
Sud;Basilicata;PZ;L126;0;3;2;0;1;6
Sud;Calabria;RC;L127;0;0,5;1,33;0;1;2,83
Isole;Sicilia;PA;L131;19;57,56;66,65;22;37,33;202,54
Nord Est;Veneto;PD;L132;2;12;5;5,53;11,33;35,86
Sud;Calabria;CS;L134;1;2;1;0;0;4
Nord Est;Veneto;VR;L136;0;0;4;3;17,99;24,99
Centro;Toscana;PI;L138;4;17;17,17;10;25,5;73,67
