"Codice regione";"Regione";"Età";"Totale maschi";"Totale femmine";"Totale"
"02";"Valle d'Aosta/Vallée d'Aoste";87;280;456;736
"02";"Valle d'Aosta/Vallée d'Aoste";88;232;403;635
"02";"Valle d'Aosta/Vallée d'Aoste";89;187;325;512
"02";"Valle d'Aosta/Vallée d'Aoste";90;144;261;405
"02";"Valle d'Aosta/Vallée d'Aoste";91;103;244;347
"02";"Valle d'Aosta/Vallée d'Aoste";92;87;210;297
"02";"Valle d'Aosta/Vallée d'Aoste";93;58;173;231
"02";"Valle d'Aosta/Vallée d'Aoste";94;37;151;188
"02";"Valle d'Aosta/Vallée d'Aoste";95;31;126;157
"02";"Valle d'Aosta/Vallée d'Aoste";96;26;84;110
"02";"Valle d'Aosta/Vallée d'Aoste";97;14;62;76
"02";"Valle d'Aosta/Vallée d'Aoste";98;9;34;43
"02";"Valle d'Aosta/Vallée d'Aoste";99;6;34;40
"02";"Valle d'Aosta/Vallée d'Aoste";100;7;39;46
"02";"Valle d'Aosta/Vallée d'Aoste";999;60336;62218;122554
"05";"Veneto";0;14839;14330;29169
"05";"Veneto";1;15645;14646;30291
"05";"Veneto";2;15905;15004;30909
"05";"Veneto";3;16786;15799;32585
"05";"Veneto";4;17412;16506;33918
"05";"Veneto";5;17794;16201;33995
"05";"Veneto";6;18062;16917;34979
"05";"Veneto";7;19020;17827;36847
"05";"Veneto";8;19851;18480;38331
"05";"Veneto";9;20383;19059;39442
"05";"Veneto";10;20895;19789;40684
"05";"Veneto";11;21427;20480;41907
"05";"Veneto";12;22087;20776;42863
"05";"Veneto";13;23060;21693;44753
"05";"Veneto";14;23400;22171;45571
"05";"Veneto";15;24357;22664;47021
"05";"Veneto";16;24689;23019;47708
"05";"Veneto";17;25141;23616;48757
"05";"Veneto";18;24971;23459;48430
"05";"Veneto";19;25323;23465;48788
"05";"Veneto";20;25663;23301;48964
"05";"Veneto";21;26384;23664;50048
"05";"Veneto";22;25842;23449;49291
"05";"Veneto";23;25797;23113;48910
"05";"Veneto";24;26019;23139;49158
"05";"Veneto";25;27154;24352;51506
"05";"Veneto";26;26868;24222;51090
"05";"Veneto";27;27529;24279;51808
"05";"Veneto";28;27096;24182;51278
"05";"Veneto";29;27033;23931;50964
"05";"Veneto";30;26810;23663;50473
"05";"Veneto";31;26602;23981;50583
"05";"Veneto";32;26224;24483;50707
"05";"Veneto";33;27455;25074;52529
"05";"Veneto";34;26822;25274;52096
"05";"Veneto";35;27600;25598;53198
"05";"Veneto";36;26841;25800;52641
"05";"Veneto";37;27450;26396;53846
"05";"Veneto";38;26575;25443;52018
"05";"Veneto";39;26364;26138;52502
"05";"Veneto";40;27510;27332;54842
"05";"Veneto";41;27525;27305;54830
"05";"Veneto";42;28236;27473;55709
"05";"Veneto";43;28751;28784;57535
"05";"Veneto";44;29419;29096;58515
"05";"Veneto";45;30527;29500;60027
"05";"Veneto";46;31292;31140;62432
"05";"Veneto";47;33313;33141;66454
"05";"Veneto";48;34243;34584;68827
"05";"Veneto";49;35983;35741;71724
"05";"Veneto";50;37696;37349;75045
"05";"Veneto";51;39974;39703;79677
"05";"Veneto";52;39722;39440;79162
"05";"Veneto";53;40485;39693;80178
"05";"Veneto";54;40542;40496;81038
"05";"Veneto";55;40650;40264;80914
"05";"Veneto";56;41613;41295;82908
"05";"Veneto";57;40623;41050;81673
"05";"Veneto";58;41057;41147;82204
"05";"Veneto";59;41121;41582;82703
"05";"Veneto";60;41118;41401;82519
"05";"Veneto";61;40873;42030;82903
"05";"Veneto";62;38275;39152;77427
"05";"Veneto";63;36578;37579;74157
"05";"Veneto";64;35424;36819;72243
"05";"Veneto";65;33280;34678;67958
"05";"Veneto";66;32671;34133;66804
"05";"Veneto";67;30417;32216;62633
"05";"Veneto";68;29418;31255;60673
"05";"Veneto";69;28473;30876;59349
"05";"Veneto";70;27099;29599;56698
"05";"Veneto";71;26573;28778;55351
"05";"Veneto";72;25367;27769;53136
"05";"Veneto";73;24484;27334;51818
"05";"Veneto";74;23969;26506;50475
"05";"Veneto";75;24110;27825;51935
"05";"Veneto";76;23603;26939;50542
"05";"Veneto";77;23615;27689;51304
"05";"Veneto";78;22271;26713;48984
"05";"Veneto";79;23497;28495;51992
"05";"Veneto";80;15360;19338;34698
"05";"Veneto";81;17184;21744;38928
"05";"Veneto";82;16601;21726;38327
"05";"Veneto";83;15172;20626;35798
"05";"Veneto";84;14234;19607;33841
"05";"Veneto";85;13914;20027;33941
"05";"Veneto";86;12673;18390;31063
"05";"Veneto";87;10513;17045;27558
"05";"Veneto";88;8660;14278;22938
"05";"Veneto";89;6720;12242;18962
"05";"Veneto";90;5873;11129;17002
"05";"Veneto";91;4701;9556;14257
"05";"Veneto";92;3364;7534;10898
"05";"Veneto";93;2546;6404;8950
"05";"Veneto";94;1862;5231;7093
"05";"Veneto";95;1340;4253;5593
"05";"Veneto";96;861;2870;3731
"05";"Veneto";97;588;2170;2758
"05";"Veneto";98;398;1621;2019
"05";"Veneto";99;239;1077;1316
"05";"Veneto";100;269;1664;1933
"05";"Veneto";999;2399644;2457816;4857460
